Продажа;Время;Купюрами;Монетами;Банк. картой;Картой;Моб.приложение;Сдача;Итого;Розлито;На сумму
7617;2023.10.09 09:38:07;0;20;0;0;0;0;20;5;20
7616;2023.10.08 22:17:33;50;0;0;0;0;0;50;12,4;50
7615;2023.10.08 20:22:28;0;10;0;0;0;0;10;2,4;10
7614;2023.10.08 18:44:19;0;0;20;0;0;0;20;5;20
7613;2023.10.08 18:24:08;100;0;0;0;0;60;40;9,9;39,61
7612;2023.10.08 17:02:51;0;0;20;0;0;0;20;5;20
7611;2023.10.08 17:01:12;0;0;20;0;0;0;20;5;20
7610;2023.10.08 15:35:10;0;11;0;0;0;0;11;2,7;11
7609;2023.10.08 15:33:51;0;19;0;0;0;0;19;4,7;19
7608;2023.10.08 14:28:27;0;19;0;0;0;0;19;4,7;19
7607;2023.10.08 14:27:18;0;19;0;0;0;0;19;4,7;19
7606;2023.10.08 13:03:34;100;0;0;0;0;20;80;19,9;79,61
7605;2023.10.08 13:00:02;0;20;0;0;0;0;20;5;20
7604;2023.10.08 12:04:23;0;20;0;0;0;0;20;5;20
7603;2023.10.08 11:12:00;0;20;0;0;0;0;20;5;20
7602;2023.10.08 10:44:16;0;0;20;0;0;0;20;5;20
7601;2023.10.08 10:40:53;0;0;20;0;0;0;20;5;20
7600;2023.10.08 10:39:20;0;0;20;0;0;0;20;5;20
7599;2023.10.08 09:36:11;0;19;0;0;0;0;19;4,7;19
7598;2023.10.08 08:13:19;100;0;0;0;0;61;39;9,5;38,27
7597;2023.10.08 08:03:02;100;0;0;0;0;43;57;14,1;56,51
7596;2023.10.07 21:15:41;0;20;0;0;0;0;20;5;20
7595;2023.10.07 21:13:07;0;20;0;0;0;0;20;5;20
7594;2023.10.07 19:28:17;100;0;0;0;0;40;60;14,9;59,66
7593;2023.10.07 18:23:28;100;0;0;0;0;61;39;9,7;38,82
7592;2023.10.07 12:37:36;0;12;0;0;0;0;12;3;12
7591;2023.10.07 12:36:30;0;12;0;0;0;0;12;3;12
7590;2023.10.07 09:54:56;0;40;0;0;0;0;40;9,9;39,99
7589;2023.10.07 07:15:30;0;0;20;0;0;0;20;5;20
7588;2023.10.07 07:14:09;0;0;20;0;0;0;20;5;20
7587;2023.10.06 22:33:22;0;8;0;0;0;0;8;2;8
7586;2023.10.06 22:16:52;50;0;0;0;0;30;20;4,8;19,37
7585;2023.10.06 20:03:54;50;0;0;0;0;9;41;10;40,2
7584;2023.10.06 14:16:58;0;20;0;0;0;0;20;5;20
7583;2023.10.06 12:30:39;0;19;0;0;0;0;19;4,7;19
7582;2023.10.06 11:07:33;0;0;40;0;0;0;40;9,9;39,74
7581;2023.10.06 07:21:04;0;0;20;0;0;0;20;5;20
7580;2023.10.06 07:19:30;0;0;20;0;0;0;20;5;20
7579;2023.10.06 07:17:51;0;0;20;0;0;0;20;5;20
7578;2023.10.06 07:16:12;0;0;20;0;0;0;20;5;20
7577;2023.10.06 07:14:31;0;0;20;0;0;0;20;5;20
7576;2023.10.06 07:12:50;0;0;20;0;0;0;20;5;20
7575;2023.10.06 07:10:58;0;0;40;0;0;0;40;10;40
7574;2023.10.05 23:22:44;0;0;20;0;0;0;20;5;20
7573;2023.10.05 20:14:09;0;0;40;0;0;0;40;10;40
7572;2023.10.05 19:49:38;50;10;0;0;0;0;60;15;60
7571;2023.10.05 19:43:46;0;0;20;0;0;0;20;5;20
7570;2023.10.05 19:42:35;0;0;20;0;0;0;20;5;20
7569;2023.10.05 17:48:55;0;0;76;0;0;0;76;19;76
7568;2023.10.05 17:16:20;0;1;0;0;0;0;1;0,2;1
7567;2023.10.05 11:12:04;0;20;0;0;0;0;20;4,9;19,99
7566;2023.10.05 08:01:42;0;1;0;0;0;0;1;0,2;1
7565;2023.10.05 08:01:28;0;1;0;0;0;0;1;0,2;1
7564;2023.10.04 22:02:24;0;20;0;0;0;0;20;4,9;19,69
7563;2023.10.04 20:18:30;0;20;0;0;0;0;20;4,9;19,61
7562;2023.10.04 18:47:28;0;0;20;0;0;0;20;4,6;18,67
7561;2023.10.04 18:43:13;0;0;76;0;0;0;76;19;76
7560;2023.10.04 18:35:06;0;20;0;0;0;0;20;5;20
7559;2023.10.04 18:16:52;100;0;0;0;0;21;79;19,7;78,81
7558;2023.10.04 18:03:15;0;0;20;0;0;0;20;5;20
7557;2023.10.04 18:01:44;0;0;20;0;0;0;20;5;20
7556;2023.10.04 18:00:19;0;0;20;0;0;0;20;5;20
7555;2023.10.04 17:57:50;0;30;0;0;0;0;30;5,7;23,1
7554;2023.10.04 15:54:51;0;0;40;0;0;0;40;10;40
7553;2023.10.04 14:53:50;100;0;0;0;0;23;77;19,1;76,79
7552;2023.10.04 14:27:06;0;12;0;0;0;0;12;3;12
7551;2023.10.04 14:26:19;0;12;0;0;0;0;12;3;12
7550;2023.10.04 07:38:59;0;5;0;0;0;0;5;1,2;5
7549;2023.10.04 07:11:56;0;20;0;0;0;0;20;5;20
7548;2023.10.04 03:20:21;0;15;0;0;0;0;15;3,4;13,66
7547;2023.10.03 22:45:37;0;0;20;0;0;0;20;5;20
7546;2023.10.03 21:01:21;0;0;20;0;0;0;20;5;20
7545;2023.10.03 21:00:12;0;0;20;0;0;0;20;5;20
7544;2023.10.03 19:16:35;0;20;0;0;0;0;20;4,8;19,43
7543;2023.10.03 19:04:38;0;19;0;0;0;0;19;4,7;19
7542;2023.10.03 19:03:31;0;19;0;0;0;0;19;4,7;19
7541;2023.10.03 17:47:45;0;74;0;0;0;0;74;18,4;74
7540;2023.10.03 15:30:21;0;1;0;0;0;0;1;0,2;1
7539;2023.10.03 15:29:48;0;1;0;0;0;0;1;0,2;1
7538;2023.10.03 14:24:17;0;10;0;0;0;0;10;1,5;6,06
7537;2023.10.03 13:48:34;0;20;0;0;0;0;20;5;20
7536;2023.10.03 13:22:46;0;40;0;0;0;0;40;9,9;39,99
7535;2023.10.03 10:19:57;0;20;0;0;0;0;20;4,9;19,99
7534;2023.10.03 09:24:12;0;12;0;0;0;0;12;3;12
7533;2023.10.03 09:20:50;0;26;0;0;0;0;26;6,4;26
7532;2023.10.03 07:51:52;0;0;20;0;0;0;20;5;20
7531;2023.10.03 07:50:22;0;0;20;0;0;0;20;5;20
7530;2023.10.03 07:49:20;0;0;20;0;0;0;20;5;20
7529;2023.10.03 07:37:10;0;5;0;0;0;0;5;1,2;5
7528;2023.10.03 07:36:45;0;2;0;0;0;0;2;0,4;2
7527;2023.10.02 23:25:27;0;59;0;0;0;0;59;14,7;59
7526;2023.10.02 18:28:22;50;0;0;0;0;31;19;4,6;18,51
7525;2023.10.02 17:55:50;0;20;0;0;0;0;20;5;20
7524;2023.10.02 17:39:06;0;0;40;0;0;0;40;10;40
7523;2023.10.02 16:17:08;0;12;0;0;0;0;12;3;12
7522;2023.10.02 14:53:32;0;5;0;0;0;0;5;1,2;5
7521;2023.10.02 11:39:51;0;19;0;0;0;0;19;4,7;19
7520;2023.10.02 09:01:00;0;19;0;0;0;0;19;4,7;19
7519;2023.10.02 07:17:24;0;0;20;0;0;0;20;5;20
7518;2023.10.02 07:15:59;0;0;20;0;0;0;20;5;20
7517;2023.10.01 20:32:34;0;0;20;0;0;0;20;5;20
7516;2023.10.01 20:31:28;0;0;20;0;0;0;20;5;20
7515;2023.10.01 19:39:50;0;20;0;0;0;0;20;5;20
7514;2023.10.01 19:37:59;0;20;0;0;0;0;20;5;20
7513;2023.10.01 19:20:57;0;19;0;0;0;0;19;4,7;19
7512;2023.10.01 19:19:29;0;19;0;0;0;0;19;4,7;19
7511;2023.10.01 18:38:46;50;0;0;0;0;10;40;9,8;39,56
7510;2023.10.01 17:58:48;0;20;0;0;0;0;20;5;20
7509;2023.10.01 14:56:53;0;1;0;0;0;0;1;0,2;1
7508;2023.10.01 14:56:31;0;1;0;0;0;0;1;0,2;1
7507;2023.10.01 14:00:08;0;0;20;0;0;0;20;5;20
7506;2023.10.01 13:58:51;0;0;20;0;0;0;20;5;20
7505;2023.10.01 13:49:46;0;80;0;0;0;0;80;19,7;79
7504;2023.10.01 13:30:38;0;12;0;0;0;0;12;3;12
7503;2023.10.01 13:29:42;0;12;0;0;0;0;12;3;12
7502;2023.10.01 08:55:02;0;80;0;0;0;5;75;18,7;74,91
7501;2023.10.01 08:17:47;0;0;20;0;0;0;20;5;20
